id,serial,pub,class,refclass
7367652,Advances in Mathematics,2021,"['46B09', '46B07', '52A22', '52A21']","['15A18', '15A42', '15B52', '15B52', '44A10', '46B06', '46B07', '46B09', '46B09', '46B20', '46N30', '52-02', '52-02', '52A20', '52A20', '52A20', '52A20', '52A21', '52A21', '52A22', '52A23', '52A23', '52A23', '52A40', '52A40', '60-02', '60B11', '60B20', '60B20', '60D05', '60D05', '60E15', '60E15', '60E99', '60F15', '60F17', '60G15', '60G50', '62-02', '62D05', '62E99', '62G08', '62G15', '62G30', '62G32', '62G32', '62G35', '62G35', '62G35', '62H12', '62H12', '62H12', '62H20', '62J10', '62J10', '62J10', '62M45', '68T05', '68T05', '68T10']"
7367653,Advances in Mathematics,2021,"['42B20']","['22E30', '26D15', '30C85', '35B45', '35B65', '35L05', '35S30', '35S30', '41A05', '42-02', '42A16', '42A20', '42A20', '42A20', '42A20', '42A20', '42A20', '42A20', '42A45', '42A50', '42A50', '42A50', '42A50', '42A50', '42B05', '42B05', '42B05', '42B10', '42B10', '42B15', '42B15', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B25', '42B30', '43-02', '43A85', '44A12', '44A15', '46E30', '46E30', '46E30', '47A30', '47B37', '47B38', '47G10', '65D05', '65D10', '65J05']"
7367654,Advances in Mathematics,2021,"['58C40', '42B20']","['11F66', '11F70', '11F72', '11F72', '11F72', '11M06', '11M36', '22E30', '22E40', '30F15', '33C55', '33C55', '35-02', '35-02', '35A27', '35A99', '35A99', '35A99', '35B30', '35B45', '35B65', '35J05', '35J05', '35J15', '35J25', '35L15', '35L20', '35L20', '35L20', '35L20', '35L20', '35L25', '35L65', '35P05', '35P05', '35P10', '35P10', '35P15', '35P15', '35P15', '35P15', '35P20', '35P20', '35P20', '35P20', '35P20', '35P20', '35P20', '35P20', '35P20', '35P20', '35P20', '35P30', '35Q40', '35Q55', '35Q55', '35R01', '35S05', '35S05', '35S30', '37A05', '37A30', '37A45', '37A99', '37A99', '37D20', '37D40', '37D40', '37D45', '41A35', '42-02', '42A38', '42A45', '42A45', '42A45', '42A50', '42A50', '42B15', '42B20', '42B20', '42B20', '42B20', '42B20', '42B20', '42B25', '42B25', '42B25', '42B25', '42B37', '42B37', '42B37', '42B37', '42B37', '42B37', '44A15', '44A15', '44A15', '44A15', '45E10', '45M15', '45P05', '45P05', '46E30', '46E35', '47A30', '47A35', '47B38', '47G10', '47Gxx', '53C17', '53C20', '53C20', '53C21', '53C21', '53C21', '53C21', '53C21', '53C21', '53C21', '53C21', '53C22', '53C40', '53C40', '53C80', '53D25', '58-02', '58E10', '58J05', '58J05', '58J05', '58J05', '58J05', '58J05', '58J32', '58J32', '58J37', '58J40', '58J40', '58J40', '58J47', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J51', '58J51', '58J51', '58J51', '58J51', '58J51', '58J51', '58J51', '58J99', '58Z05', '81Q05', '81Q10', '81Q15', '81Q20', '81Q35']"
7369649,Advances in Mathematics,2021,"['58H05', '22A22']","['13D03', '13N10', '14A20', '14B10', '14C17', '14D22', '14F05', '14F05', '14M17', '16E40', '16E40', '16E45', '16E45', '16S30', '16S30', '16S32', '16T10', '16T15', '17B35', '17B35', '17B37', '17B55', '17B55', '17B55', '17B55', '17B56', '17B56', '17B56', '17B60', '17B62', '17B62', '17B62', '17B63', '17B63', '17B66', '17B70', '17B70', '17B70', '17B70', '17B99', '17B99', '18E25', '18E30', '18E30', '18E30', '18G30', '18G50', '18G55', '18G55', '18G55', '18N40', '20L05', '22A22', '22A22', '22A22', '22A22', '22A22', '22A22', '22A22', '22A30', '22E15', '22E46', '22E65', '22E65', '22E99', '32C36', '32K07', '32Q99', '32Q99', '35S35', '37J99', '46L65', '46L65', '53-01', '53-01', '53B30', '53B50', '53C05', '53C05', '53C12', '53C12', '53C12', '53C15', '53C20', '53C26', '53C30', '53C30', '53C55', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D17', '53D35', '53D55', '53D55', '53D55', '53D55', '53D55', '53D55', '53Z05', '55P48', '55R10', '55R10', '57M27', '57R20', '57R20', '57R30', '57R30', '57R32', '57R56', '57R57', '58-01', '58A05', '58A10', '58A10', '58A50', '58A50', '58A50', '58A50', '58A50', '58A50', '58B20', '58C50', '58C50', '58D29', '58H05', '58H05', '58H05', '58H05', '58H05', '58H05', '58H05', '58H05', '58H05', '58H05', '58J40', '81R50', '81S10', '81T13', '81T45', '81T45', '81T45', '81T70']"
7369650,Advances in Mathematics,2021,"['57K10', '68Qxx', '57Rxx', '57Qxx']","['11M26', '11Y16', '11Y16', '57M05', '57M05', '57M10', '57M25', '57M25', '57M25', '57M25', '57M25', '57M25', '57M25', '57M25', '57M25', '57M25', '57M35', '57M35', '57M35', '57M40', '57M40', '57M50', '57M50', '57M50', '57M99', '57N10', '57N10', '57N10', '57N10', '57N10', '57N10', '57N10', '57N10', '57N10', '57N10', '57N10', '57N10', '57N10', '57N12', '57N12', '57Q15', '57Q15', '57Q15', '57Q99', '57R12', '57R19', '57R30', '57R30', '57R30', '57R30', '57R99', '68-01', '68-02', '68Q15', '68Q17', '68Q17', '68Q25', '68Q25', '68Q25', '68Q25', '68Q25', '68W30', '68W30', '68W40', '94A60', '94A62']"
7369651,Advances in Mathematics,2021,"['32T25', '32T27', '32W05', '32S05', '32S10', '32S45', '32B10', '32V15', '32V35', '32V40']","['13A18', '13A30', '13B22', '13H15', '13H15', '13J05', '14B05', '14B12', '14C17', '14C20', '14C20', '14C20', '14C30', '14D06', '14E15', '14F05', '14F10', '14F17', '14F18', '14F18', '14F18', '14J45', '14J99', '14M17', '14M25', '14Q20', '32-02', '32A07', '32A10', '32A25', '32A25', '32A35', '32B05', '32B05', '32B05', '32B10', '32B10', '32B10', '32B10', '32C05', '32C05', '32C05', '32C22', '32C25', '32E35', '32E99', '32F10', '32F18', '32F18', '32F18', '32F45', '32H99', '32H99', '32J25', '32J25', '32J25', '32L05', '32L10', '32L10', '32L10', '32L20', '32N15', '32N15', '32Q15', '32Q40', '32Q45', '32S05', '32S10', '32S45', '32S60', '32T05', '32T25', '32T25', '32T25', '32T25', '32T25', '32T25', '32T25', '32T25', '32T25', '32T25', '32T27', '32T27', '32T27', '32T27', '32T99', '32T99', '32T99', '32T99', '32U05', '32U05', '32V05', '32V15', '32V15', '32V15', '32V15', '32V20', '32V35', '32V35', '32V35', '32V35', '32V35', '32V35', '32V35', '32V40', '32V40', '32V40', '32V40', '32V40', '32V40', '32V99', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W05', '32W10', '32W10', '32W10', '32W10', '32W20', '35B65', '35H10', '35H10', '35H10', '35H10', '35H20', '35H20', '35H20', '35H20', '35N15', '35N15', '35N15', '52A07', '52A20', '52A40', '57R30', '58A10', '58K50']"
7369652,Advances in Mathematics,2021,"['18G80', '18G05', '18G35']","['13C11', '13D09', '13D10', '13D10', '13D10', '13D45', '13F60', '14A22', '14A22', '14F05', '14F05', '14F05', '16D50', '16D90', '16D90', '16E35', '16E35', '16E40', '16E45', '16E45', '16E45', '16E45', '16G20', '16S80', '18-02', '18A40', '18D05', '18D30', '18E10', '18E15', '18E15', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E35', '18E35', '18F30', '18G10', '18G35', '18G55', '18G80', '18G99', '53D37', '55P42', '55P65', '55U35', '55U35']"
7369653,Advances in Mathematics,2021,"['05C78', '05A19', '52C35', '05E18']","['05-02', '05-02', '05A15', '05A15', '05A15', '05A15', '05A16', '05A19', '05A99', '05B35', '05C05', '05C25', '05C30', '05C30', '05C31', '05C40', '05C42', '05C70', '05C78', '05C85', '05E05', '05E15', '05E15', '06A07', '13D02', '13P99', '20F55', '20H15', '32S22', '51F15', '52-01', '52C35', '52C35', '52C35', '52C35', '52C35', '52C35', '52C35', '52C35', '68U05']"
7369654,Advances in Mathematics,2021,"['17B37', '14N15', '14M15', '33D52', '81R10']","['05-01', '05E05', '05E10', '05E10', '05E15', '05E15', '05E16', '05E16', '14C35', '14C35', '14M15', '14M15', '14M15', '14N15', '14N15', '14N35', '14N35', '17-02', '17-02', '17B10', '17B10', '17B20', '17B22', '17B22', '17B22', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B37', '17B65', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B67', '17B68', '17B69', '19E08', '19L47', '19L47', '19L47', '20F55', '20F55', '20F55', '20G05', '20G15', '22E67', '33D52', '33D52', '68R15', '81R10', '81R10', '81R50', '81R50', '82B23', '82B23']"
7369655,Advances in Mathematics,2021,"['47A16']","['15A60', '37-02', '37B05', '37C20', '37C50', '37C50', '37D10', '37D20', '37D30', '37D45', '37D45', '46-00', '46-01', '46-02', '46B03', '46B03', '46B04', '46B07', '46B15', '46B20', '46B20', '46B25', '46B45', '47A10', '47A10', '47A15', '47A16', '47A16', '47A16', '47A16', '47A16', '47A16', '47A16', '47A30', '47A65', '47B20', '47B20', '47B33', '47B33', '47B37', '47C15', '47D06', '47L35']"
7369656,Advances in Mathematics,2021,"['26D15', '42B10', '44A12']","['13A50', '13P10', '14-02', '14-02', '14C05', '14D20', '14D22', '14H10', '14K10', '14L15', '14L17', '14L24', '14L24', '14L30', '14L30', '14M15', '14P99', '15A45', '15A72', '15A72', '16G20', '16R30', '16U70', '16W22', '16W30', '20G05', '20G15', '20G15', '20G20', '26D15', '26D15', '26D20', '28A75', '28A99', '35K05', '35K85', '35L05', '35Q61', '35Q83', '35S30', '42A38', '42A85', '42B08', '42B10', '42B10', '42B10', '42B10', '42B10', '42B10', '42B10', '42B15', '42B15', '42B15', '42B20', '42B20', '42B20', '42B25', '42B25', '42B25', '42B25', '42B99', '44A12', '44A12', '44A12', '44A12', '44A15', '44A35', '44A35', '44A35', '44A35', '45P05', '46E35', '47B35', '47G10', '47G10', '52A20', '52A40', '52A40', '52C99', '53A07', '65K10', '68W30', '76Y05']"
7369657,Advances in Mathematics,2021,"['35K65', '35K70', '35B65', '35H20', '35R03']","['26A33', '26D10', '28A12', '30C85', '31B10', '31B10', '31B10', '31B25', '31B25', '31B25', '31B35', '35-02', '35A05', '35B05', '35B05', '35B25', '35B35', '35B45', '35B45', '35B45', '35B65', '35B65', '35B65', '35B99', '35D10', '35D10', '35D10', '35H10', '35H10', '35H20', '35H20', '35J25', '35J25', '35J67', '35K05', '35K05', '35K05', '35K05', '35K05', '35K05', '35K10', '35K10', '35K10', '35K10', '35K10', '35K10', '35K20', '35K20', '35K20', '35K20', '35K20', '35K20', '35K20', '35K20', '35K20', '35K20', '35K20', '35K20', '35K20', '35K51', '35K65', '35K65', '35K70', '35K70', '35Q84', '35R03', '35R03', '35R05', '35R05', '35R35', '35R35', '42B20', '42B20', '42B20', '42B25', '42B25', '42B25', '42B25', '42B25', '42B37', '42B37', '42B37', '45E10', '47A60', '47D06', '47F05', '47Gxx', '49Q05', '49Q10', '60J45']"
7369658,Advances in Mathematics,2021,"['17B38', '17B40', '22A22', '22E60', '81R12', '58C35', '58H05']","['05C05', '05C05', '05E15', '05E25', '14H70', '14H70', '16-02', '16S10', '16S10', '16S10', '16S30', '16T25', '16T25', '16T30', '16T99', '16Txx', '16W10', '16W30', '16W30', '16W30', '16W35', '17-01', '17-02', '17-02', '17A30', '17A30', '17A30', '17A30', '17A30', '17A30', '17B05', '17B20', '17B30', '17B30', '17B30', '17B37', '17B37', '17B37', '17B37', '17B37', '17B38', '17B38', '17B38', '17B40', '17B55', '17B62', '17B62', '17B63', '17B63', '17B65', '17B65', '17B66', '17B68', '17B80', '17B80', '17B81', '17D25', '17D25', '17D25', '18B40', '18B40', '18D50', '18D50', '18D50', '18D50', '18G35', '20-XX', '22-01', '22-01', '22A22', '22A22', '22A22', '22E10', '22E15', '22E15', '22E20', '22E46', '22E60', '22E65', '22E65', '22E70', '22E70', '32G34', '37-01', '37-02', '37J35', '37J35', '37J35', '37J35', '37J35', '37J99', '37J99', '37J99', '37K05', '37K10', '37K10', '37K10', '37K10', '37K15', '37K30', '37K30', '39A70', '43-01', '46N50', '47A58', '47C05', '53-01', '53A55', '53B05', '53C05', '53C12', '53C12', '53C15', '53C30', '53C35', '53D12', '53D17', '53D17', '53D17', '53D17', '53D18', '55U10', '57M25', '57R99', '58H05', '58H05', '58H05', '60G50', '60J27', '60K35', '65D30', '65L99', '65M06', '70H06', '81Q05', '81R10', '81R50', '81R50', '81R50', '81T18', '81V70']"
7369659,Advances in Mathematics,2021,"['14F20', '11R34', '11R37', '11R70', '11R23', '18F25', '19F27', '14G22', '14F35', '14H60', '14G10']","['11-02', '11F70', '11F70', '11F80', '11G05', '11G05', '11G20', '11G30', '11G40', '11G40', '11G55', '11R18', '11R23', '11R23', '11R23', '11R34', '11R34', '11R34', '11R34', '11R37', '11R37', '11R37', '11R37', '11R39', '11R42', '11R42', '11R70', '11R70', '11R70', '11R80', '11S25', '11S25', '11S31', '11S70', '11S70', '11S82', '11S99', '12F10', '12G05', '12G05', '13D15', '13D15', '14-01', '14-02', '14-02', '14A15', '14A20', '14A20', '14A20', '14B05', '14B25', '14B25', '14C17', '14C25', '14C35', '14D20', '14D21', '14D22', '14D23', '14E20', '14E20', '14F05', '14F05', '14F05', '14F05', '14F05', '14F08', '14F20', '14F20', '14F20', '14F20', '14F20', '14F20', '14F20', '14F20', '14F20', '14F35', '14F35', '14F40', '14F99', '14G10', '14G10', '14G10', '14G20', '14G20', '14G20', '14G22', '14G22', '14G22', '14G22', '14G99', '14H10', '14H15', '14H25', '14H30', '14H30', '14H55', '14H60', '14H60', '14H81', '14J32', '14K10', '14L24', '14L35', '14N35', '14N35', '18-02', '18B25', '18F20', '18F20', '18F25', '18F25', '18F25', '18F25', '18F25', '18F25', '18F99', '18G10', '18G20', '18G30', '18G35', '19-00', '19-01', '19Axx', '19Bxx', '19Cxx', '19D45', '19D55', '19Dxx', '19Dxx', '19E08', '19E99', '19F27', '19F27', '19F27', '19F27', '19F27', '19F27', '19F27', '19Fxx', '19L10', '19L64', '19M05', '20-02', '20E05', '20E06', '20E07', '20E18', '20E18', '20F05', '20F34', '20F34', '20G10', '20G15', '20G25', '20G30', '20G35', '20H10', '20J05', '20J05', '20J06', '20J06', '22E35', '22E40', '22E41', '22E41', '22E41', '22E46', '22E46', '30F99', '32A10', '32C99', '32G13', '32G13', '32G15', '32G15', '32P05', '37F10', '37P10', '37P20', '37P55', '51M10', '51M25', '53-01', '53C05', '53C07', '53C15', '53C15', '53C15', '53C30', '53D05', '53D05', '53D10', '53D12', '53D12', '53D15', '53D20', '53D40', '53D50', '53Dxx', '55Q50', '57K18', '57M27', '57M27', '57M50', '57N10', '57R20', '57R20', '57R30', '57R58', '57T10', '57T99', '58B25', '58D15', '58D27', '58D30', '58J28', '58J28', '81T13', '81T13', '81T40', '81T45', '81T99']"
7369660,Advances in Mathematics,2021,"['55S20', '13F55', '57R19', '52B05']","['05B35', '05B45', '05B99', '05C10', '05C15', '05C65', '05C70', '05E45', '13D05', '13F55', '13F55', '13F55', '13F55', '13F55', '13H10', '14B15', '14D99', '14F45', '14M25', '14M25', '14M25', '14P05', '16E05', '32J18', '32L05', '32Q55', '32Q55', '32V40', '51M20', '52A55', '52B05', '52B10', '52B11', '52B11', '52B11', '52B12', '52B20', '52B20', '52B20', '52B40', '52B70', '52B70', '52C35', '55N45', '55N45', '55N99', '55P62', '55P62', '55P99', '55S30', '55S30', '55S30', '55S30', '55S30', '55S30', '55S30', '55U05', '55U10', '57M50', '57N65', '57Q05', '57Q05', '57Q15', '57Q99', '57R19', '57R19', '57R19', '57R19', '57R91']"
7369661,Advances in Mathematics,2021,"['35J60', '35B50']","['26A16', '35-02', '35-02', '35A02', '35A02', '35A02', '35A02', '35A05', '35A05', '35A20', '35B05', '35B05', '35B05', '35B05', '35B09', '35B09', '35B30', '35B40', '35B44', '35B45', '35B45', '35B45', '35B45', '35B45', '35B45', '35B45', '35B45', '35B45', '35B45', '35B50', '35B50', '35B50', '35B50', '35B50', '35B50', '35B50', '35B50', '35B50', '35B50', '35B50', '35B53', '35B53', '35B60', '35B60', '35B60', '35B60', '35B60', '35B65', '35B65', '35B65', '35B65', '35B65', '35B65', '35B65', '35D05', '35D05', '35D10', '35D30', '35D30', '35D40', '35D40', '35D40', '35D40', '35J10', '35J10', '35J10', '35J10', '35J10', '35J15', '35J15', '35J15', '35J15', '35J15', '35J15', '35J15', '35J15', '35J15', '35J15', '35J15', '35J25', '35J25', '35J25', '35J25', '35J25', '35J25', '35J25', '35J25', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J60', '35J61', '35J62', '35J65', '35J65', '35J65', '35J70', '35J70', '35K10', '35K15', '35K55', '35K55', '35K55', '35K55', '35L45', '35L60', '35P15', '35P15', '35P30', '35P30', '35Q30', '35Q35', '35Q40', '35Q55', '35Q55', '35R05', '35R06', '35R45', '35R45', '35R45', '46E40', '47B80', '47H10', '47H11', '47J10', '47J15', '47N20', '47N55', '49L25', '49L25', '49L25', '49L25', '58E07', '81Q05', '82B44']"
7369662,Advances in Mathematics,2021,"['55P91', '55P42']","['13D03', '14F42', '14L05', '16E40', '16E40', '16Exx', '16R50', '16W50', '17B55', '18-01', '18E30', '18G15', '18Gxx', '19D55', '19D55', '19G99', '20C30', '20F99', '20J06', '55-02', '55N15', '55N20', '55N20', '55N22', '55N22', '55N91', '55P42', '55P42', '55P42', '55P42', '55P42', '55P42', '55P42', '55P43', '55P43', '55P43', '55P43', '55P47', '55P60', '55P60', '55P91', '55P91', '55P91', '55P91', '55P91', '55P91', '55P91', '55P91', '55P92', '55Q10', '55Q10', '55Q10', '55Q45', '55Q45', '55Q45', '55Q50', '55Q52', '55Q55', '55Q55', '55Q91', '55R35', '55R45', '55S10', '55S10', '55S10', '55S12', '55S25', '55S30', '55S91', '55T15', '55T15', '55T15', '55T15', '55T15', '55T15', '55T25', '55T25', '55T99', '55T99', '55Uxx', '55Uxx', '57R60', '57S17']"
7369663,Advances in Mathematics,2021,"['53D50', '81S10', '47B35']","['11F11', '11F23', '14D20', '14D20', '14D21', '14E20', '14F05', '14F10', '14G40', '14H10', '14H15', '14H15', '14H30', '20E22', '20F34', '22E46', '30F10', '30F60', '30F99', '30F99', '32-02', '32A25', '32A25', '32A25', '32A25', '32A25', '32A25', '32A25', '32A35', '32G13', '32G13', '32G15', '32G15', '32G15', '32L05', '32L05', '32L05', '32L10', '32L10', '32Q15', '32Q20', '32Q20', '32Q55', '32Q60', '32Q99', '32T99', '35J05', '35P15', '35S05', '35S99', '37C27', '37J99', '41A60', '42B10', '44A05', '47A10', '47B35', '47B35', '47B35', '47B35', '47B35', '47B35', '47G30', '47Gxx', '53-02', '53-02', '53C05', '53C05', '53C07', '53C07', '53C15', '53C15', '53C15', '53C20', '53C20', '53C23', '53C27', '53C55', '53C55', '53C55', '53C55', '53C55', '53C55', '53C80', '53D05', '53D05', '53D12', '53D20', '53D20', '53D30', '53D30', '53D30', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D50', '53D55', '53D55', '53Z05', '53Z05', '55R10', '57K31', '57M05', '57M25', '57M25', '57M27', '57M27', '57M99', '57N05', '57N05', '57N10', '57N10', '57R15', '57R15', '57R17', '57R20', '57R20', '57R20', '57R56', '57R56', '57R56', '57R56', '57R65', '58-02', '58-02', '58-02', '58A10', '58B20', '58C40', '58D27', '58D99', '58E05', '58J05', '58J10', '58J10', '58J20', '58J20', '58J20', '58J20', '58J20', '58J20', '58J20', '58J20', '58J20', '58J28', '58J35', '58J35', '58J35', '58J37', '58J50', '58J50', '58J50', '58J50', '58J50', '58J52', '58J52', '58J60', '58J65', '58Z05', '60H15', '65H10', '81S10', '81S10', '81S10', '81S10', '81S10', '81S10', '81S10', '81S10', '81S30', '81T05', '81T08', '81T10', '81T13', '81T17', '81T40', '81T40', '81T45', '81T70', '81T70', '81T70', '81V70', '82C70']"
7374907,Advances in Mathematics,2021,"['53C07', '81T13', '32Q20']","['01A60', '01A70', '14-02', '14C05', '14D20', '14D22', '14H10', '14K10', '14L24', '14L30', '20G15', '30F10', '32C05', '32L05', '32Q15', '32Q15', '32Q15', '32Q20', '35J61', '35Q75', '35Q99', '53-01', '53-02', '53B05', '53C07', '53C07', '53C07', '53C07', '53C07', '53C15', '53C20', '53C20', '53C20', '53C20', '53C20', '53C21', '53C23', '53C25', '53C55', '53C55', '53C55', '53C55', '53C55', '53C80', '53C80', '53C80', '53C80', '53Cxx', '53Z05', '57R19', '58E15', '58E15', '58E15', '58J50', '58Z05', '81-02', '81T08', '81T08', '81T13', '81T13', '81T13', '81T20', '83C75', '83E30', '83F05']"
7374908,Advances in Mathematics,2021,"['37A50', '37E05', '37A25']","['26B15', '26B20', '26B25', '26B30', '28-01', '28-02', '28A75', '28A78', '28D05', '28D05', '28D05', '28D05', '28D05', '28D05', '28D05', '28D05', '28D05', '28D05', '28D99', '30C30', '34C29', '34E13', '34E13', '34F05', '35B65', '35J20', '37A05', '37A05', '37A05', '37A05', '37A05', '37A05', '37A05', '37A05', '37A05', '37A05', '37A05', '37A25', '37A25', '37A25', '37A25', '37A25', '37A25', '37A25', '37A25', '37A25', '37A25', '37A25', '37A25', '37A25', '37A25', '37A25', '37A30', '37A30', '37A30', '37A30', '37A30', '37A30', '37A30', '37A40', '37A40', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A60', '37A60', '37A60', '37A99', '37A99', '37A99', '37B20', '37C10', '37C20', '37C30', '37C30', '37C30', '37C30', '37C30', '37C30', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C83', '37D20', '37D20', '37D20', '37D20', '37D20', '37D20', '37D20', '37D20', '37D20', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D30', '37D30', '37D40', '37D40', '37D50', '37D50', '37D50', '37D50', '37D50', '37D50', '37D99', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E30', '37E99', '37E99', '37H10', '37H10', '37H10', '37H10', '37H99', '37J10', '39A12', '47A35', '47A35', '49-02', '49Q05', '49Q15', '49Q20', '53A10', '53D25', '60-02', '60E07', '60E15', '60F05', '60F05', '60F05', '60F05', '60F05', '60F05', '60F05', '60F05', '60F05', '60F05', '60F10', '60F10', '60F10', '60F15', '60F15', '60F17', '60F17', '60F17', '60F17', '60F17', '60F25', '60Fxx', '60G10', '60G10', '60G48', '60G48', '60G50', '60G50', '60G51', '60G51', '60H05', '60H10', '60H10', '60H10', '60H10', '60H30', '60H35', '60J10', '60J10', '60K05', '60K05', '60L20', '62H20', '70K70', '82B05', '82B05', '82B40', '82C05', '82C40']"
7374909,Advances in Mathematics,2021,"['30F45', '14H60']","['14-02', '14-XX', '14A15', '14C17', '14C25', '14C30', '14D07', '14F05', '14F05', '14F05', '14H10', '14H10', '14H30', '14H51', '14H60', '14H60', '14H70', '14H99', '14J10', '14J40', '14J45', '14J60', '14N05', '30C20', '30C20', '30C20', '30F10', '30F10', '30F10', '30F10', '30F10', '30F20', '30F30', '30F30', '30F35', '30F35', '30F35', '30F45', '30F45', '30F45', '31A99', '32-02', '32G07', '32G15', '32G20', '32J25', '32Q20', '33E05', '33E05', '34M03', '34M03', '34M03', '34M03', '34M05', '34M30', '34M35', '34M35', '35A16', '35B65', '35J08', '35J60', '35J60', '35J75', '35J91', '35R01', '35R06', '51K10', '53A10', '53A30', '53A30', '53A30', '53A30', '53B35', '53C20', '53C20', '53C20', '53C20', '53C20', '53C20', '53C21', '53C21', '53C24', '53C24', '53C25', '53C45', '53C45', '57M50', '57M50', '57M50', '58D27', '58D27', '58E11', '58E50', '58H15', '58J05', '76A02', '76F99', '81T13', '81V15', '82D15']"
7374910,Advances in Mathematics,2021,"['37B52', '52C23']","['00B15', '05B45', '05B45', '11F06', '11J04', '19E20', '19K14', '19K35', '19K99', '20H10', '20H15', '20H15', '20H15', '20J05', '20J06', '20J06', '28D15', '30F99', '32H40', '32S65', '37-06', '37A05', '37A05', '37A20', '37A30', '37A55', '37A99', '37B05', '37B05', '37B05', '37B10', '37B10', '37B20', '37B45', '37B45', '37B50', '37B50', '37B50', '37B50', '37B50', '37B50', '37B50', '37B50', '37B50', '37B50', '37B99', '37B99', '37C10', '37D40', '37D45', '37D50', '37E30', '37E99', '37F75', '46L05', '46L55', '46L55', '46L80', '46L80', '46L99', '47B80', '51F15', '52-01', '52-06', '52C20', '52C20', '52C20', '52C22', '52C22', '52C22', '52C22', '52C22', '52C22', '52C23', '52C23', '52C23', '52C23', '52C23', '52C23', '52C23', '52C23', '52C23', '53C12', '53C23', '53D25', '54-01', '54-03', '54B35', '54C05', '54C10', '54C56', '54C56', '54F15', '54F15', '54H11', '54H20', '54H20', '54H20', '55-01', '55-01', '55-06', '55N05', '55N05', '55N05', '55N05', '55N05', '55N05', '55N25', '55N99', '55N99', '55P10', '55P15', '55P55', '55P55', '55P55', '55R20', '55R20', '55S45', '57-01', '57-01', '57-02', '57M05', '57M60', '57N25', '57N25', '57N25', '57R05', '57R30', '57R30', '57R30', '57S10', '57S99', '58-02', '58J20', '58J40', '81Q10', '82B44', '82D25', '82D25', '82D25', '82Dxx']"
7374911,Advances in Mathematics,2021,"['14D24', '22E57', '14F10', '14M15']","['11F25', '11F60', '11F70', '11F80', '11G20', '11G45', '11G45', '11G45', '11G45', '11R39', '11R39', '11R39', '11R39', '11R39', '13N10', '14-02', '14-02', '14A20', '14A20', '14A22', '14C30', '14D20', '14D20', '14D20', '14D20', '14D21', '14D23', '14D24', '14D24', '14D24', '14D24', '14F05', '14F05', '14F05', '14F05', '14F05', '14F10', '14F10', '14F10', '14F35', '14F40', '14F43', '14F43', '14F43', '14F43', '14F43', '14G15', '14H10', '14H25', '14H30', '14H60', '14H81', '14L30', '14L30', '14M15', '14M15', '14M15', '14M15', '14M15', '16S38', '16W30', '17-02', '17-02', '17B10', '17B10', '17B35', '17B37', '17B37', '17B37', '17B56', '17B67', '17B67', '17B67', '17B69', '17Bxx', '18-02', '18A40', '18B10', '18B25', '18D10', '18D50', '18E30', '18E30', '18F20', '18F20', '18F20', '18F20', '18G30', '18G55', '18G55', '20C08', '20G05', '20G10', '20G10', '20G25', '20G42', '20G42', '22E35', '22E47', '22E50', '22E50', '22E50', '22E55', '22E57', '22E57', '22E57', '22E67', '22E67', '22E70', '32S35', '52C35', '55N33', '81-02', '81R05', '81R50', '81T40', '81T40', '81V05']"
